type_id,manufacturer,model,series
MESS,Miles Aircraft Ltd,Miles M.38 Messenger,MESS
METR,Gloster Aircraft Company,Gloster Meteor,METR
MG15,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-15,MG15
MG17,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-17,MG17
MG19,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-19,MG19
MG21,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-21,MG21
MG23,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-23,MG23
MG25,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan-Gurevich MiG-25,MG25
MG29,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan MiG-29,MG29
MG44,Russian Aircraft Corporation MiG (RSK MiG),Mikoyan MiG 1.44,MG44
MIMP,Aerocar Inc,Aerocar Mini-Imp,MIMP
MIMU,Mustang Aeronautics Inc,Mustang MM-1 Midget Mustang,MIMU
MIR2,Dassault Aviation,Dassault Mirage 2000,MIR2
MIRA,Dassault Aviation,Dassault Mirage III,MIRA
MITE,Mooney Airplane Company,Mooney M-18 Mite,MITE
MJ10,Marcel Jurca,Jurca MJ-10 Spit,MJ10
MJ12,Marcel Jurca,Jurca MJ-12 Pee-40,MJ12
MJ1H,Marcel Jurca,Jurca MJ-100 Spitfire Replica,MJ1H
MJ2,Marcel Jurca,Jurca MJ-2 Tempęte,MJ2
MJ3,Marcel Jurca,Jurca MJ-3 Dart,MJ3
MJ4,Marcel Jurca,Jurca MJ-4 Shadow,MJ4
MJ7,Marcel Jurca,Jurca MJ-7 Gnatsum,MJ7
MJ8,Marcel Jurca,Jurca MJ-8 1-Nine-0,MJ8
MJ80,Marcel Jurca,Jurca MJ-80 Focke-Wulf Fw-190 Replica,MJ80
MJ9,Marcel Jurca,Jurca MJ-9,MJ9
MJ90,Marcel Jurca,Jurca MJ-90 Messerschmitt Bf-109 Replica,MJ90
MMAC,Charles E.McCarley,McCarley Mini-Mac,MMAC
MONI,John T.Monnett,Monnett Moni,MONI
MOSP,Ralph Mong,Mong MS1 Sport,MOSP
MP20,Max Plan,Max Plan PF.204 Busard,MP20
MRAI,John T.Monnett,Monnett Monerai P,MRAI
MRAM,James B.Harmon,Harmon Mister America,MRAM
MRF1,Dassault Aviation,Dassault Mirage F1,MRF1
MSAI,Aéroplanes Morane-Saulnier,Morane-Saulnier AI,MSAI
MXS,MXR Technologies Inc,MX Aircraft MXS,MXS
MYS4,Dassault Aviation,Dassault MD.454 Mystére IV,MYS4
N3,Nostalgair Inc,Nostalgair N-3 Super Pup,N3
NI28,Nieuport,Nieuport 28,NI28
NIMB,Schempp-Hirth Flugzeugbau GmbH,Schempp-Hirth Nimbus /2/3/4,NIMB
NIPR,Ernest Oscar Tips,Tipsy T-66 Nipper,NIPR
NPOR,Walter Redfern Company,Redfern Nieuport 17,NPOR
NXT,Nemesis Air Racing Inc,Sharp Nemesis NXT,NXT
ONEX,Sonex Ltd,Sonex Onex,ONEX
P38,Lockheed Corporation,Lockheed P-38 Lightning,P38
P39,Bell Aircraft Corporation,Bell P-39 Airacobra,P39
P40,Curtiss-Wright Corporation,Curtiss P-40 Warhawk,P40
P47,Republic Aviation Corporation,Republic P-47 Thunderbolt,P47
P50,Avions Pottier,Pottier P-50 Bouvreuil,P50
P51,North American Aviation,North American P-51 Mustang,P51
P63,Bell Aircraft Corporation,Bell P-63 Kingcobra,P63
P70,Avions Pottier,Pottier P-70,P70
P80,Avions Pottier,Pottier P-80,P80
PA25,"Piper Aircraft, Inc",Piper PA-25 Pawnee,PA25
PA36,"Piper Aircraft, Inc",Piper PA-36 Pawnee Brave,PA36
PANT,Rotec Engineering Inc,Rotec Panther,PANT
PECR,Pro-Composites Inc,Pro-Composites Personal Cruiser,PECR
PELI,Ultravia Aero International Inc,Ultravia Pelican,PELI
PHNX,Freedom Aviation Holdings Inc,Freedom Phoenix,PHNX
PISI,Pipistrel d.o.o.,Pipistrel Sinus,PISI
PK11,Polyteknikkojen Ilmailukerho,PIK-11 Tumppu,PK11
PK20,Polyteknikkojen Ilmailukerho,PIK-20 Tiu,PK20
PL12,Transavia Corporation Pty Ltd,Transavia PL-12 Airtruk,PL12
PL4,Pazmany Aircraft Corporation,Pazmany PL-4,PL4
PRBR,Howard Hughes Engineering,Hughes Australian Pocket Rocket PR-Breeze,PRBR
PRPR,Howard Hughes Engineering,Hughes Australian Pocket Rocket PR-XP,PRPR
PT21,Avions Pottier,Pottier P-210 Coati,PT21
PURS,Rans Inc,Rans S-11 Pursuit,PURS
PZ26,PZL (Panstwowe Zaklady Lotnicze Warszawa-Okecie),PZL-126 Mrówka,PZ26
Q5,Hongdu Aviation Industry Group,Nanchang Q-5,Q5
QAIL,Aerosport Inc,Aerosport Quail,QAIL
QUIC,Quickie Aircraft Corporation,Quickie,QUIC
R22,Robinson Helicopter Company,Robinson R22,R22
RA17,Etablissements Aeronautiques R. Adam,Adam RA-17,RA17
RAID,Sky Raider LLC,Flying K Sky Raider,RAID
RAIL,Aerosport Inc,Aerosport Rail,RAIL
RAZM,Centre de Recherches Jean Saint Germain Inc,Jean Saint Germain Raz-Mut,RAZM
RDH2,Walter Redfern Company,Redfern DH-2,RDH2
RF3,Avions Fournier SA,Fournier RF-3,RF3
RF4,Avions Fournier SA,Fournier RF-4,RF4
RFAL,Dassault Aviation,Dassault Rafale,RFAL
ROSE,Jim Maupin,Maupin Windrose,ROSE
RV3,Van's Aircraft Inc,Van's RV-3,RV3
S21,MacDonald Aircraft Company,MacDonald S-21,S21
S285,Iran Aircraft Manufacturing Industrial Company (HESA),HESA Shahed 285,S285
S37,Sukhoi Company (JSC),Sukhoi Su-47 Berkut (S-37),S37
SA10,Louis A.Stolp,Stolp SA-100 Starduster,SA10
SA11,Stits Aircraft,Stits SA-11A Playmate,SA11
SA3,Stits Aircraft,Stits SA-3A Playboy,SA3
SA50,Louis A.Stolp,Stolp SA-500 Starlet,SA50
SA70,Louis A.Stolp,Stolp SA-700 Acroduster,SA70
SACE,Ace Aircraft Manufacturing Inc,Ace Super Ace,SACE
SB29,Saab AB,Saab 29 Tunnan,SB29
SB35,Saab AB,Saab 35 Draken,SB35
SB37,Saab AB,Saab 37 Viggen,SB37
SB39,Saab AB,Saab JAS 39 Gripen,SB39
SCAM,Aerosport Inc,Aerosport Scamp,SCAM
SCEP,SlipStream Industries Inc,Slipstream Scepter,SCEP
SCTR,K.Flaglor,Flaglor Scooter,SCTR
SDUS,Louis A.Stolp,Stolp Super Starduster,SDUS
SE5A,Royal Aircraft Factory,Royal Aircraft Factory S.E.5,SE5A
SE5R,Replica Plans,Replica Plans SE-5A Replica,SE5R
SF24,Scheibe Aircraft GmbH,Scheibe SF-24 Motorspatz,SF24
SF27,Scheibe Aircraft GmbH,Scheibe SF-27 Zugvogel V,SF27
SF31,Sportavia-Pützer GmbH u.Co.KG,Sportavia-Putzer SFS-31 Milan,SF31
SHAW,Hawker Aircraft,Hawker Sea Hawk,SHAW
SHOE,Mercury Air Group,Mercury Shoestring,SHOE
SHOP,M.E.Salvay and George Stark,Salvay-Stark Skyhopper,SHOP
SIR2,Rhein-Flugzeugbau GmbH,Rhein Sirius 2,SIR2
SKYO,Skyote Aeromarine Ltd,Skyote Aeromarine Skyote,SKYO
SLK3,Slick Aircraft Company Pty Ltd,Slick 360,SLK3
SMB2,Dassault Aviation,Dassault Super Mystere B2,SMB2
SNAP,Dallair Aeronautica Srl,Dallair Aeronautica,SNAP
SNOS,VSR,VSR SR-1 Snoshoo,SNOS
SNS2,Sorrell Aviation,Sorrell SNS-2 Guppy,SNS2
SOL1,Solar Impulse SA,Solar Impulse 1,SOL1
SOL2,Solar Impulse SA,Solar Impulse 2,SOL2
SOLI,Rutan Aircraft Factory Inc,Rutan 77 Solitaire,SOLI
SP55,SCF Technoavia,Technoavia SP-55M,SP55
SP6E,Sauser Aircraft Company,Sauser P-6E Replica,SP6E
SPIT,Supermarine,Supermarine Spitfire,SPIT
SRAI,John T.Monnett,Monnett Sonerai,SRAI
SS2P,Ayres Corporation,Ayres S-2R-600 Thrush,SS2P
SS2T,Ayres Corporation,Ayres S-2R-T65 Turbo Thrush,SS2T
SSAB,North American Aviation,North American F-100 Super Sabre,SSAB
SSC,The Butterfly LLC,Butterfly Super Sky Cycle,SSC
STR2,Prof.Alex Strojnik,Strojnik S-2,STR2
STRA,Striplin Aircraft Corporation,Striplin Lone Ranger,STRA
STRI,Sopwith Aviation Company,Sopwith Triplane,STRI
SU15,Sukhoi Company (JSC),Sukhoi Su-15,SU15
SU17,Sukhoi Company (JSC),Sukhoi Su-17,SU17
SU25,Sukhoi Company (JSC),Sukhoi Su-25,SU25
SU26,Sukhoi Company (JSC),Sukhoi Su-26,SU26
SU27,Sukhoi Company (JSC),Sukhoi Su-27,SU27
SU31,Sukhoi Company (JSC),Sukhoi Su-31,SU31
SU38,Sukhoi Company (JSC),Sukhoi Su-38,SU38
SU7,Sukhoi Company (JSC),Sukhoi Su-7,SU7
SURU,Instituto de Pesquisas Tecnologicas,IPT-16 Surubim,SURU
SWIF,Supermarine,Supermarine Swift,SWIF
T30,Terzi Aerodine,Terzi T-30 Katana,T30
T40,E.L.Turner,Turner T-40,T40
T50S,Sukhoi Company (JSC),Sukhoi Su-57,T50S
TARO,Fabrica de Aviones Anahuac SA,Anahuac Tauro,TARO
TERM,Wilbur L.Smith,Smith Termite,TERM
TFK2,AMS-Flight doo,AMS-Flight Carat,TFK2
TFOC,"Thunder Wings, Division of Thunder Development Inc",Thunder Wings Focke-Wulf Fw-190,TFOC
TIJU,Avions Fairey SA,Avions Fairey Tipsy Junior,TIJU
TMUS,Papa 51 Ltd,Papa 51 Thunder Mustang,TMUS
TOOT,George W.Meyer,Meyer Little Toot,TOOT
TRDO,Titan Aircraft Company,Titan Tornado,TRDO
TS1J,Jonker Sailplanes CC,Jonker JS-1TJ Revelation,TS1J
TTWO,Cal Y.Parker,Parker Teenie Two,TTWO
TWSP,Time Warp Aircraft Inc,Time Warp Spitfire,TWSP
U2,Lockheed Corporation,Lockheed U-2 Dragon Lady,U2
UL10,Ultimate Aircraft Division of Ultimate Aerobatics Ltd,Ultimate 10 Albertan,UL10
UT65,UTVA Fabrika Aviona,Utva 65 Privrednik,UT65
V351,MSW AG,MSW Votec 351,V351
V500,Revolution Helicopter Corporation Inc,Revolution Mini-500,V500
VAMP,de Havilland Aircraft Company ,de Havilland DH.100 Vampire,VAMP
VAUT,Sud Aviation,Sud SO-4050 Vautour,VAUT
VELO,Velocity Inc,Velocity Velocity,VELO
VENT,Schempp-Hirth Flugzeugbau GmbH,Schempp-Hirth Ventus/Ventus 2,VENT
VF35,Lockheed Martin,Lockheed Martin F-35B Lightning II,VF35
VIMY,Vickers Limited,Vickers Vimy,VIMY
VNOM,de Havilland Aircraft Company ,de Havilland DH.112 Venom,VNOM
VWIT,Steve J.Wittman,Wittman V-Witt,VWIT
W11,Donald S.Wolf,Wolf W-11 Boredom Fighter,W11
W201,Weatherly Aviation Company Inc,Weatherly 201,W201
W62T,Weatherly Aviation Company Inc,Weatherly 620TP,W62T
WACM,Waco Aircraft Company,Waco JYM,WACM
WCAT,Grumman Aerospace Corporation,Grumman F4F Wildcat,WCAT
WDEX,Windexair AB,Windexair Windex,WDEX
WIND,Gary Watson,Watson GW-1 Windwagon,WIND
WINE,Windecker Industries Inc,Windecker Eagle,WINE
WM2,William Y.Miller,Miller WM-2,WM2
WZER,War Aircraft Replicas International Inc,War Mitsubishi Zero,WZER
X29,Grumman Aerospace Corporation,Grumman X-29,X29
X32,The Boeing Company,Boeing X-32,X32
XA41,XtremeAir GmbH,Xtremeair XA-41 Sbach 300,XA41
Y141,Yak Aircraft Corporation,Yakovlev Yak-141,Y141
YAK3,Yak Aircraft Corporation,Yakovlev Yak-3,YAK3
YAK9,Yak Aircraft Corporation,Yakovlev Yak-9,YAK9
YC12,Yves Chasle,Chasle YC-12 Tourbillon,YC12
YK38,Yak Aircraft Corporation,Yakovlev Yak-38,YK38
YK50,Yak Aircraft Corporation,Yakovlev Yak-50,YK50
YK53,Yak Aircraft Corporation,Yakovlev Yak-53,YK53
YK55,Yak Aircraft Corporation,Yakovlev Yak-55,YK55
YURO,SOKO Air Mostar,SOKO J-22 Orao,YURO
Z37P,Moravan Otrokovice,Zlín Z-37 Čmelák,Z37P
Z37T,Moravan Otrokovice,Moravan Z-37T Agro Turbo,Z37T
Z50,Moravan Otrokovice,Zlín Z-50,Z50
ZERO,Mitsubishi Heavy Industries,Mitsubishi A6M Zero,ZERO
ZIA,Applebay Inc,Applebay Zia,ZIA
IL20,Ilyushin Aviation Complex,Ilyushin IL-20,IL18
IL22,Ilyushin Aviation Complex,Ilyushin IL-22,IL18
IL78,Ilyushin Aviation Complex,Ilyushin IL-78,IL76
IL80,Ilyushin Aviation Complex,Ilyushin IL-80,IL86
IL82,Ilyushin Aviation Complex,Ilyushin IL-82,IL76
KB29,The Boeing Company,Boeing KB-29 Superfortress,B29
WC135,The Boeing Company,Boeing WC-135 Constant Phoenix,C135
_A149_1,Agusta,Agusta AW-149,A149
_A27_1,OOO Samoletstroitelynyi Kompaniya Avantazh,Avantage A-27,A27
_A270_1,Ibis Aerospace Ltd,Ibis Ae-270 Ibis,A270
_A890_1,OSKBES Moskovskogo Aviatsionnogo Instituta,MAI-890,A890
_A900_1,OSKBES Moskovskogo Aviatsionnogo Instituta,MAI-900 Acrobat,A900
_A910_1,OSKBES Moskovskogo Aviatsionnogo Instituta,MAI-910 Interfly,A910
_AAT4_1,Gobosh Aviation,Gobosh G-700,AAT4
_AD20_1,Nanjing University of Aeronautics and Astronautics,Nanjing University AD-200,AD20
_ASO4_1,Giuseppe Vidor,Vidor Asso 4 Whisky,ASO4
_ASO4_2,Pregiate Costruzioni Volanti,PCV Asso 4 Whisky,ASO4
_ASTR_1,Israel Aerospace Industries (IAI),IAI 1125 Astra,ASTR
_B350_1,Beech Aircraft,Beech Super King Air 350,B350
_B350_2,Raytheon Aircraft Company,Raytheon Super King Air 350,B350
_B703_2,Israel Aerospace Industries (IAI),IAI 707 Phalcon,B703
_B77L_1,The Boeing Company,Boeing 777F,B77L
_BE30_1,Raytheon Aircraft Company,Raytheon 300 Super King Air,BE30
_BEAR_1,AviPro Aircraft Ltd,Avipro RB-4 Bearhawk,BEAR
_BLKS_1,Barney Oldfield Aircraft Company,Oldfield Baby Lakes,BLKS
_C303_1,Aviones de Colombia SA,Aviones Colombia T303,C303
_CAMP_2,St. Croix Aircraft,St. Croix Pietenpol Air Camper,CAMP
_CH64_1,Zenair Ltd,Zenair CH-640 Zodiac,CH64
_CHIP_1,Super-Chipmunk Inc,Super-Chipmunk,CHIP
_CL4G_1,Canadair Ltd,Canadair CL-44-O Guppy,CL4G
_CLB1_1,North American Rockwell Corporation,North American Rockwell B-1 Snipe Commander,CLB1
_CLB1_2,Intermountain Manufacturing Company,IMCO Callair B-1,CLB1
_COMU_1,International Helicopters Inc,International Helicopters H-1 Commuter,COMU
_COMU_2,Tamarind International Ltd,Tamarind H-1 Commuter,COMU
_CUCA_1,Neil La France,La France Cadet STF,CUCA
_D150_1,Société Aéronautique Normande,SAN D-150 Mascaret,D150
_D5_1,Auster Aircraft Ltd,Auster D-5,D5
_D5_2,Beagle-Auster Ltd,Beagle-Auster D-5,D5
_D5_3,Oficinas Gerais de Material Aeronáutica,OGMA D-5,D5
_DC86_1,McDonnell Douglas,McDonnell Douglas DC-8-60,DC86
_DC87_1,McDonnell Douglas,McDonnell Douglas DC-8-70,DC87
_DRAG_1,CRAE Elettromeccanica SpA,CRAE Dragon Fly,DRAG
_DRAG_2,DF Helicopters SRL,DF Helicopters Dragon,DRAG
_DUB2_1,Taifun Experimental Design Bureau,Taifun DMZ-2 Osa,DUB2
_DV1_1,David Marsden,Marsden Skylark,DV1
_EXEC_1,Huzhou Taixiang Aviation Technology Company,Huzhou Taixiang Exec,EXEC
_F8L_1,Laverda SpA,Laverda F-8L Falco,F8L
_FOX_1,Kitfox Aircraft LLC,Kitfox,FOX
_FOX_2,Philippine Aircraft Company Inc,Paci Skyfox,FOX
_FOX_3,Skyfox Aviation Ltd,Skyfox CA-25 Gazelle,FOX
_FOX_4,Skystar Aircraft Corporation,Skystar Kitfox,FOX
_FREE_1,Cabrinha Aircraft Corporation,Cabrinha RC-412 Free Spirit,FREE
_FREE_2,Free Spirit Aircraft Company Inc,Free Spirit RC-412 Free Spirit,FREE
_FT30_1,Nanjing University of Aeronautics and Astronautics,Nanjing University FT-300,FT30
_G150_1,Israel Aerospace Industries (IAI),IAI Gulfstream G150,G150
_G200_1,Akrotech Aviation Inc,Akrotech G-200,G200
_G300_1,Akrotech Aviation Inc,Akrotech G-300,G300
_GP3_1,George Pereira,Pereira GP-3 Osprey 2,GP3
_I23_1,Instytut Lotnictwa,Instytut Lotnictwa I-23 Manager,I23
_IMPU_1,XtremeAir GmbH,Xtremeair Xtreme 1000,IMPU
_J300_1,Sauper Aviation SA,Sauper J-300 Joker,J300
_JACE_2,Corben Aircraft Company,Corben Junior Ace,JACE
_JACE_3,Paul H.Poberezny,Pober Junior Ace,JACE
_JS20_1,Handley Page Limited,Handley Page HP.137 Jetstream 200,JS20
_JS20_2,Scottish Aviation Ltd,Scottish Aviation Jetstream T.Mk.1,JS20
_JS3_1,Volpar Inc,Volpar Century Jetstream 3,JS3
_JSQA_1,General Avia Costruzioni Aeronautiche SRL,General Avia F-1300 Jet Squalus,JSQA
_KAK3_1,Junkers Profly France,Junkers Profly Junka,KAK3
_KIWI_1,Valentin Flugzeugbau GmbH,Valentin Kiwi,KIWI
_LAKX_1,Avia Baltika Aviation Ltd,Avia Baltika LAK-X,LAKX
_LK20_1,AB Sportine Aviacija,Sportine Aviacija LAK-20M,LK20
_MA1_1,Emroth Company,Emroth MA-1 Diablo,MA1
_MA1_2,Murrayair Ltd,Murrayair MA-1 Paymaster,MA1
_MAME_1,Aerocomp Inc,Aerocomp Merlin,MAME
_MAME_2,Macair Industries Inc,Macair Merlin,MAME
_MAME_3,Merlin Aircraft Inc,Merlin Merlin,MAME
_MGIC_1,Wojskowe Zaklady Lotnicze Nr.3,WZL 3 DEKO-9,MGIC
_MICO_1,Marmande Aéronautique,Marmande Microjet 200,MICO
_MICO_2,Microjet SA,Microjet 200,MICO
_MOR2_1,Shinn Engineering Inc,Shinn 2150,MOR2
_MOR2_2,Morrisey Aircraft Corporation,Morrisey 2000 Nifty,MOR2
_MRMD_1,Czech Sport Aircraft Inc,CSA Mermaid,MRMD
_MX10_1,Aerotec - Tecnologías Aeronauticas SA,Aerotec MXP-100 Aventura,MX10
_MX1T_1,Aircraft Manufacturing and Design Co.,AMD MXP-150 Patriot,MX1T
_MX65_1,Aerotec - Tecnologías Aeronauticas SA,Aerotec MXP-650 Amigo,MX65
_MX80_1,Aerotec - Tecnologías Aeronauticas SA,Aerotec MXP-800 Fantasy,MX80
_N260_1,Avions Max Holste,Max Holste MH-260 Super Broussard,N260
_N262_1,Aérospatiale,Aerospatiale N-262 Frégate,N262
_N262_2,Frakes Aviation Inc,Frakes Mohawk 298,N262
_N5_1,Nanchang Aircraft Manufacturing Company,Nanchang N-5,N5
_NAL2_1,Taneja Aerospace and Aviation Ltd,NALLA-2 Hansa,NAL2
_NMCU_1,Euro-Enaer Holding BV,Euro-Enaer EE-10 Eaglet,NMCU
_OPCA_1,Brooklands Aerospace Ltd,Brooklands OA-7 Optica Scout,OPCA
_OPCA_2,Optica Industries Ltd,Optica OA-7 Optica,OPCA
_OPCA_3,FLS Aerospace Lovaux Ltd,Fls OA-7 Optica,OPCA
_P68_1,Taneja Aerospace and Aviation Ltd,Taneja P-68 Observer,P68
_P68_2,Vulcanair,Vulcanair P-68 Observer,P68
_PA14_1,WagAero Inc,Wagaero 2+2 Sportsman,PA14
_PAT4_1,Industria Aeronáutica Neiva SA,Neiva NE-821 Caraja,PAT4
_PAT4_2,Schafer Aircraft Modifications Inc,Schafer Comanchero 500,PAT4
_PAUL_1,Industria Aeronáutica Neiva SA,Neiva 56 Paulistinha,PAUL
_PAY2_1,Aero Industrial Colombiana SA,Aicsa PA-31T-620 Cheyenne 2,PAY2
_PAY2_2,Chincul SACAIFI,Chincul PA-A-31T-620 Cheyenne 2,PAY2
_PAY2_3,Schafer Aircraft Modifications Inc,Schafer Comanchero 620,PAY2
_PRTS_1,Rutan Aircraft Factory Inc,Rutan 281 Proteus,PRTS
_PTMS_1,Jim Kimball Enterprises Inc,Kimball S-12 Python,PTMS
_PULS_1,Pulsar Aircraft Corporation,Pulsar,PULS
_PULS_2,HK Aircraft Technology AG,Hk Wega,PULS
_PULS_3,Skystar Aircraft Corporation,Skystar Pulsar,PULS
_R109_1,Aircraft Spruce & Specialty Company,Aircraft Spruce DR-109 Rhino,R109
_R109_2,Rihn Aircraft Corporation,Rihn DR-109 Rhino,R109
_RA17_1,Maranda Aircraft Company Ltd,Maranda BM-3,RA17
_RC70_1,Fuji Heavy Industries,Fuji FA-300,RC70
_RW3_1,Rhein-Flugzeugbau GmbH,Rhein RW-3 Passat,RW3
_S330_1,Shanghai Sikorsky Aircraft Company Ltd,Shanghai Sikorsky Shen 4,S330
_SAH1_1,Trago Mills Ltd,Trago Mills SAH-1,SAH1
_SCOM_1,Airdale Flyer Company,Airdale Comet,SCOM
_SILH_1,Lunds Tekniske,Lunds Tekniske SA-60 Silhouette,SILH
_SKRA_1,Synairgie,Synairgie Sky Ranger,SKRA
_SKYR_1,Rearwin Aircraft & Engines Inc,Rearwin 175 Skyranger,SKYR
_SL90_1,Interavia Konstruktorskoye Buro AO,Interavia I-1,SL90
_SL90_2,Voyenno-Promyshlennyi Kompleks MAPO,Mapo I-1,SL90
_SNAD_1,Calumet Motorsports Inc,Calumet 636 Snobird Adventurer,SNAD
_SP20_1,"Micco Aircraft Company, Inc",Micco SP-26,SP20
_SP20_2,LanShe Aerospace LLC,Lanshe SP-26,SP20
_SP20_3,The New Meyers Aircraft Company,New Meyers SP-20,SP20
_SRAI_1,Great Plains Aircraft Supply Company Inc,Great Plains Sonerai,SRAI
_ST1_1,Peter J.C.Phillips,Phillips ST-1 Speedtwin,ST1
_ST30_1,Greg Panzl,Panzl S-330,ST30
_ST30_2,Staudacher Aircraft Inc,Staudacher S-300,ST30
_STOR_1,Slepcev Aircraft Industries,Slepcev SS-4 Storch,STOR
_SVNH_1,Agro-Copteros Ltda,Agro-Copteros MXP-740 Savannah,SVNH
_SVNH_2,Aerotec - Tecnologías Aeronauticas SA,Aerotec MXP-740 Savannah,SVNH
_SWAK_1,Anglin Special Aero Planes Inc,Anglin Space Walker 1,SWAK
_TAYB_1,Taylor-Young Airplane Company,Taylor-Young BC,TAYB
_TIPB_1,Avions Fairey SA,Avions Fairey Tipsy B,TIPB
_TIPB_2,Brian Allen Aviation,Brian Allen Tipsy B,TIPB
_TLEG_1,Performance Aircraft Inc,Performance Turbine Legend,TLEG
_TSTR_1,Farrington Aircraft Corporation,Farrington Twinstar,TSTR
_UL20_1,Streamline Welding Inc,20 Ultimate Companion,UL20
_UM18_1,Air & Space America Inc,Air & Space 18,UM18
_UM18_2,Fairchild Aircraft,Fairchild F-18 Flymobil,UM18
_VL3_1,Gobosh Aviation,Gobosh G-800,VL3
_VL3_2,KLN - Karel Klenor,Kln VL-3 Flamingo,VL3
_VL3_3,Vanessa Air sro,Vanessa Air VL-3 Flamingo,VL3
_WILT_1,Air-Light GmbH,Air-Light WT-01 Wild Thing,WILT
_WILT_2,Ultra-Leicht.Bau International GmbH,Ultraleichtbau WT-01 Wild Thing,WILT
_X55_1,Fairchild Aerospace Corporation,Fairchild Dornier X-55,X55
_XNON_1,Celier Aviation,Celier Xenon,XNON
_ZEP2_1,Aero Adventure Inc,Aero Adventure Toucan,ZEP2
_ZEP2_2,Arnet Pereyra Aero Design,Arnet Pereyra Zephyr 2,ZEP2
A19,Aeropract-Samara JSC,Aeropract A-19,A19
A205,OSKBES Moskovskogo Aviatsionnogo Instituta,MAI-205,A205
A21,Aeropract-Samara JSC,Aeropract A-21 Solo,A21
A211,Alfa-M Nauchno-Proizvodstvennoye Predpriyatie AOOT,Alfa-M A-211,A211
A22,Sadler Aircraft Corporation,Sadler A-22 Piranha,A22
A23,Aeropract-Samara JSC,Aeropract A-23 Dragon,A23
A25,Aeropract-Samara JSC,Aeropract A-25 Breeze,A25
A27,Aeropract-Samara JSC,Aeropract A-27,A27
A29,OOO Samoletstroitelynyi Kompaniya Avantazh,Avantage A-29,A29
A2RT,Kazansky Vertoletnyi Zavod AO,Kazan Ansat 2RT,A2RT
A31,OOO Samoletstroitelynyi Kompaniya Avantazh,Avantage A-31 Spectrum,A31
A33,Aeropract-Samara JSC,Aeropract A-33,A33
A337,Airbus SAS,Airbus A330-700 Beluga XL,A337
A35,OOO Samoletstroitelynyi Kompaniya Avantazh,Avantage A-35 Scanner,A35
A910,Aviatika JSC,Aviatika MAI-910 Interfly,A910
AA37,Aeropract-Samara JSC,Aeropract A-37,AA37
AAT4,Aero Sp z oo,Aero AT-4,AAT4
AC31,AVIC Helicopter Company,Avicopter AC311,AC31
AC4,Light Wing AG,Light Wing AC-4,AC4
AC5A,Nanjing Light Aircraft Company,Nanjing AC-500 Aircar,AC5A
ACPL,Option Air Reno,Option Air Acapella,ACPL
AD20,Beijing Keyuan Light Aircraft Industrial Company Ltd,Beijing Keyuan AD-200,AD20
ADEL,Valentin L Ustinov,Ustinov Adel,ADEL
AK1,Akademische Fliegergruppe Karlsruhe eV,Akaflieg Karlsruhe AK-1,AK1
ALBU,Aviation Development International Ltd,Aviation Development Alaskan Bushmaster,ALBU
ALC1,Altair Coelho,Altair Coelho AC-11,ALC1
AP28,Aeroprakt Firma,Aeroprakt SA-28 Victor,AP28
APUP,"Supapup Aircraft, Division of Teknico Pty Ltd",Teknico Aeropup,APUP
ARON,General Avia Costruzioni Aeronautiche SRL,General Avia F-220 Airone,ARON
ASO4,Asso Aerei Srl,Asso Aerei Asso 4 Whisky,ASO4
AT2P,Air Tractor Inc,Air Tractor AT-250,AT2P
AT3T,Air Tractor Inc,Air Tractor AT-302,AT3T
AT44,ATR (Avions de Transport Régional),ATR-42-400 Surveyor,AT44
AT45,ATR (Avions de Transport Régional),ATR-42-500,AT45
AT46,ATR (Avions de Transport Régional),ATR-42-600,AT46
AT73,ATR (Avions de Transport Régional),ATR-72-210,AT73
AT75,ATR (Avions de Transport Régional),ATR-72-500,AT75
AT76,ATR (Avions de Transport Régional),ATR-72-600,AT76
ATTL,Euronef SA,Euronef ATTL-1,ATTL
AVLN,Airmaster Inc,Airmaster Avalon 680,AVLN
B150,Winner SCS,Winner B-150,B150
B350,Beechcraft Corporation,Beechcraft Super King Air 350,B350
B360,Yakovlev Aircraft Company,Yakovlev Aircraft Bear 360,B360
BBIR,Robert W.Hovey,Hovey Beta Bird,BBIR
BE30,Beech Aircraft,Beechcraft 300 Super King Air,BE30
BE45,Hawker Beechcraft Corporation ,Hawker Beechcraft 450,BE45
BLKS,Aircraft Spruce & Specialty Company,Aircraft Spruce Baby Lakes,BLKS
BM6,Maranda Aircraft Company Ltd,Maranda BM-6 Lark,BM6
BMAN,Australian Aircraft Kits Pty Ltd (AAK),AAK Bushman,BMAN
BPAT,R & B Aircraft Company,R & B Bearhawk Patrol,BPAT
BR54,Barnett Rotorcraft,Barnett BRC-540,BR54
BSTR,Custom Flight Components,Custom Flight Bright Star,BSTR
BTUB,Michael G.Kimbrel,Kimbrel Dormoy Bathtub,BTUB
C309,Centro de Estudos Aeronáuticos,CEA-309 Mehari,C309
